datetime,GHI_actual,GHI_predicted
2024-06-24 21:45:00,60.73,175.11963977820446
2024-06-24 22:00:00,74.8,169.55473586854313
2024-06-24 22:15:00,89.67,214.62618789563638
2024-06-24 22:30:00,93.27,222.3179161438844
2024-06-24 22:45:00,126.47,167.5568746549365
2024-06-24 23:00:00,175.4,417.2825571109378
2024-06-24 23:15:00,244.07,419.67769315786893
2024-06-24 23:30:00,259.67,315.3893660682541
2024-06-24 23:45:00,271.67,386.8451106173762
2024-06-25 00:00:00,399.67,524.309180259061
2024-06-25 00:15:00,839.33,336.9621311164486
2024-06-25 00:30:00,865.73,382.775251936707
2024-06-25 00:45:00,828.13,442.5362154042538
2024-06-25 01:00:00,920.6,477.61334894852547
2024-06-25 01:15:00,0.0,145.0074438157595
2024-06-25 01:30:00,0.0,7.226260121050871
2024-06-25 01:45:00,0.0,-3.8470174364026404
2024-06-25 02:00:00,0.0,-13.047295674094192
2024-06-25 02:15:00,0.0,13.730895383949898
2024-06-25 02:30:00,0.0,50.0143377399076
2024-06-25 02:45:00,0.4,-5.909352669490145
2024-06-25 03:00:00,8.0,-0.29500408102748404
2024-06-25 03:15:00,25.0,21.499738031167503
2024-06-25 03:30:00,83.13,32.104233853838814
2024-06-25 03:45:00,138.4,47.59159426681092
2024-06-25 04:00:00,106.2,164.4932268533073
2024-06-25 04:15:00,83.27,147.36744640953978
2024-06-25 04:30:00,128.07,174.6142855361731
2024-06-25 04:45:00,193.53,213.11984718762307
2024-06-25 05:00:00,184.87,303.20982366192925
2024-06-25 05:15:00,116.2,230.0838146164952
2024-06-25 05:30:00,177.73,234.6391653558325
2024-06-25 05:45:00,252.73,285.4746037285378
2024-06-25 06:00:00,397.27,464.3529820830652
2024-06-25 06:15:00,334.0,395.99646151938924
2024-06-25 06:30:00,156.6,440.33297355425486
2024-06-25 06:45:00,394.6,302.2528258939077
2024-06-25 07:00:00,289.33,490.65776440963106
2024-06-25 07:15:00,299.27,444.47143864427625
2024-06-25 07:30:00,808.8,417.5713365421055
2024-06-25 07:45:00,371.47,484.8282329396239
2024-06-25 08:00:00,0.0,-0.893851564046361
2024-06-25 08:15:00,0.0,20.75545309126978
2024-06-25 08:30:00,0.0,1.391268379187245
2024-06-25 08:45:00,0.0,-15.703050800183696
2024-06-25 09:00:00,0.0,14.07832282606647
2024-06-25 09:15:00,0.31,-0.011283163917111368
2024-06-25 09:30:00,7.2,15.882400752716917
2024-06-25 09:45:00,294.67,180.16163180501974
2024-06-25 10:00:00,449.5,274.81324549634843
2024-06-25 10:15:00,237.67,286.3224818944296
2024-06-25 10:30:00,214.5,299.69920340193096
2024-06-25 10:45:00,213.2,332.74581580791886
2024-06-25 11:00:00,604.0,237.62196466517454
2024-06-25 11:15:00,0.0,44.468609265528315
2024-06-25 11:30:00,0.0,0.38963739406504566
2024-06-25 11:45:00,0.0,-2.7945175379270784
2024-06-25 12:00:00,0.0,-14.456848397269187
2024-06-25 12:15:00,0.0,30.88057710927701
